[4/16/23 02:12PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 02:12PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 02:12PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 02:12PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 02:12PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 02:15PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/16/23 02:15PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/16/23 02:15PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/16/23 02:15PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 02:15PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 02:15PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/16/23 02:15PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 05:29PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 05:29PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/16/23 05:35PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/16/23 05:35PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/16/23 05:35PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/16/23 07:10PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/17/23 08:25AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 08:54AM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/17/23 09:15AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 09:24AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/17/23 09:24AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/17/23 09:24AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/17/23 09:24AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/17/23 09:24AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/17/23 11:58AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/19/23 01:26PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/19/23 01:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:26PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/19/23 01:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 05:54PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 12:10PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 02:20PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 02:20PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 06:41PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 06:41PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 12:05PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 12:05PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 12:32PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 01:22PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 02:26PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 07:13PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 07:13PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 07:28PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 07:28PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 06:37AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
