[4/15/23 11:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:03AM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/21/23 07:05AM] Player dropped item: Lava bones, id: 2023, amount: 24	
[4/21/23 07:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 10:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 10:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 10:46AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:02PM] Player dropped item: Mystic helm, id: 23021, amount: 1	
[4/21/23 02:09PM] Player dropped item: Mystic boots, id: 23025, amount: 1	
[4/23/23 12:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:38PM] Player dropped item: Nightmare body, id: 23029, amount: 1	
