[4/15/23 12:20AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 12:20AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 12:20AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 12:23AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 12:23AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 12:23AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 12:25AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:25AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:25AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:25AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:25AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:25AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 12:31AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 12:31AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 12:34AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 12:34AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 12:36AM] Player dropped item: Lava bones, id: 2023, amount: 75	
[4/15/23 12:46AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 12:51AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 01:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:38AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 01:40AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 02:37AM] Player dropped item: Coin, id: 995, amount: 3018	
[4/15/23 02:37AM] Player dropped item: Coin, id: 995, amount: 18	
[4/15/23 04:20AM] Player dropped item: Super restore (4), id: 3025, amount: 100	
[4/15/23 04:20AM] Player dropped item: Fury shark, id: 17818, amount: 90	
[4/15/23 03:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:41PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 03:42PM] Player dropped item: Clean Rexeth, id: 937, amount: 1	
[4/15/23 03:52PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 03:53PM] Player dropped item: Clean Rosocely, id: 795, amount: 1	
[4/15/23 04:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:40PM] Player dropped item: Coin, id: 995, amount: 326	
[4/15/23 10:00PM] Player dropped item: Coin, id: 995, amount: 434	
[4/16/23 05:17AM] Player dropped item: Coin, id: 995, amount: 527	
[4/16/23 02:12PM] Player dropped item: Coin, id: 995, amount: 32390	
[4/16/23 02:12PM] Player dropped item: Coin, id: 995, amount: 390	
[4/16/23 02:28PM] Player dropped item: Coin, id: 995, amount: 347	
[4/17/23 02:50AM] Player dropped item: Coin, id: 995, amount: 564	
[4/17/23 03:33AM] Player dropped item: Coin, id: 995, amount: 800	
[4/17/23 02:03PM] Player dropped item: Coin, id: 995, amount: 116	
[4/19/23 02:26PM] Player dropped item: Coin, id: 995, amount: 773	
