[4/17/23 06:47PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 04:26PM] Player dropped item: Coin, id: 995, amount: 600	
[4/18/23 04:26PM] Player dropped item: Tarn token, id: 10835, amount: 67	
[4/18/23 04:26PM] Player dropped item: Lava bones, id: 2023, amount: 155	
[4/18/23 04:26PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/18/23 04:26PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/18/23 04:26PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/18/23 04:26PM] Player dropped item: Double Damage Scroll 30 Minutes, id: 15359, amount: 1	
[4/18/23 04:26PM] Player dropped item: Double DR Scroll 30 Minutes, id: 15358, amount: 1	
[4/18/23 04:26PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/18/23 04:26PM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/18/23 04:26PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/18/23 04:26PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
