[4/15/23 09:01AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 09:15AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:18AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 09:19AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 09:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:25AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:25AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 10:00AM] Player dropped item: Mystic body, id: 23022, amount: 1	
[4/17/23 10:43AM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/17/23 10:47AM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/18/23 05:51AM] Player dropped item: Miner chestplate (adamant), id: 20585, amount: 1	
