[4/18/23 12:28AM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/18/23 12:28AM] Player dropped item: Super restore (2), id: 3028, amount: 1	
[4/18/23 12:28AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/18/23 12:29AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/18/23 12:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:56AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/18/23 12:58AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/18/23 01:02AM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/18/23 01:02AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/18/23 01:15AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 01:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:31AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 01:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:16AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:22AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 02:34AM] Player dropped item: Patience boots, id: 23038, amount: 1	
[4/18/23 08:05AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 08:08AM] Player dropped item: Lava bones, id: 2023, amount: 255	
[4/18/23 08:54AM] Player dropped item: Aberrant Boots, id: 8334, amount: 1	
[4/19/23 01:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:41AM] Player dropped item: Super restore (2), id: 3028, amount: 1	
[4/19/23 01:47AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/19/23 01:47AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/19/23 01:47AM] Player dropped item: Super restore (2), id: 3028, amount: 1	
[4/19/23 01:47AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/19/23 01:53AM] Player dropped item: Inferno tokhaar-kal, id: 18683, amount: 1	
[4/19/23 02:21AM] Player dropped item: Agumon Gloves, id: 22159, amount: 1	
[4/19/23 02:23AM] Player dropped item: Tarn token, id: 10835, amount: 12066562	
[4/19/23 02:23AM] Player dropped item: Tarn token, id: 10835, amount: 12066562	
