[4/22/23 03:30AM] Player dropped item: Coin, id: 995, amount: 1000300	
[4/22/23 03:30AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/22/23 03:32AM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/22/23 03:32AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/22/23 03:32AM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/22/23 03:33AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/22/23 03:34AM] Player dropped item: Lava bones, id: 2023, amount: 6	
[4/22/23 03:37AM] Player dropped item: Lava bones, id: 2023, amount: 1	
[4/22/23 03:37AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/22/23 03:37AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/22/23 03:37AM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/22/23 03:37AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/22/23 03:45AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/22/23 03:46AM] Player dropped item: Lava bones, id: 2023, amount: 22	
