[4/22/23 09:13AM] Player dropped item: Lava bones, id: 2023, amount: 80	
[4/22/23 09:15AM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/22/23 09:16AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/22/23 09:18AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/22/23 09:18AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/22/23 09:36AM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/22/23 09:50AM] Player dropped item: Lava bones, id: 2023, amount: 1	
[4/22/23 10:00AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 10:00AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 10:00AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 10:00AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 10:08AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/22/23 10:33AM] Player dropped item: Lava bones, id: 2023, amount: 3	
