[4/15/23 08:58PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 08:58PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 09:04PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 09:04PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 09:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:08PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:08PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:49PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 10:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:27PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 10:29PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 10:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:37PM] Player dropped item: Vial, id: 229, amount: 1	
