[4/15/23 01:54PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 01:54PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 01:54PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 02:07PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 02:07PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 02:07PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 02:07PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 02:09PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 02:09PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/15/23 02:09PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 02:14PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 02:17PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 02:17PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 02:18PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 02:22PM] Player dropped item: Fury shark, id: 17818, amount: 100	
[4/15/23 02:22PM] Player dropped item: Super restore (4), id: 3025, amount: 100	
[4/15/23 02:26PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 02:26PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 03:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 04:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:01PM] Player dropped item: Vial, id: 229, amount: 1	
