[4/15/23 03:46PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 03:46PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 03:46PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 03:46PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 03:46PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 03:46PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 04:25PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 05:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:18AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:56AM] Player dropped item: Green stone, id: 15251, amount: 2	
[4/18/23 05:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 05:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 05:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:26AM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/19/23 07:44AM] Player dropped item: Coin, id: 995, amount: 3196611	
[4/19/23 07:44AM] Player dropped item: Coin, id: 995, amount: 3196611	
[4/19/23 07:44AM] Player dropped item: Coin, id: 995, amount: 611	
[4/19/23 07:45AM] Player dropped item: Coin, id: 995, amount: 3196611	
[4/19/23 07:45AM] Player dropped item: Coin, id: 995, amount: 3196611	
[4/19/23 10:39AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 04:22PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 04:22PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 04:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 10:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:08PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 02:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:39PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:21PM] Player dropped item: Godly Gloves, id: 14055, amount: 1	
[4/22/23 07:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:40PM] Player dropped item: Solar Staff, id: 22135, amount: 1	
[4/22/23 08:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 07:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 07:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:08AM] Player dropped item: Lava bones, id: 2023, amount: 1912	
[4/23/23 10:04AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 11:24AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 11:50AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 11:50AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 11:51AM] Player dropped item: Ag'thomoth Pet, id: 19488, amount: 1	
[4/23/23 11:51AM] Player dropped item: Onyx Griffin Pet, id: 19486, amount: 1	
[4/23/23 11:51AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 11:51AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 12:37PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/26/23 01:04PM] Player dropped item: Mutant Hydra Pet, id: 19482, amount: 1	
[4/26/23 01:19PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
