[4/17/23 11:19AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 11:19AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/17/23 11:19AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 11:27AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 11:28AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 11:29AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 11:29AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 11:29AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 11:29AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 11:29AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 11:29AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 11:29AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 11:29AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 11:29AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 11:29AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 11:37AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/17/23 11:38AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/17/23 11:38AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 11:39AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/17/23 11:39AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/17/23 11:45AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/17/23 11:46AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/17/23 11:47AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/17/23 11:53AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/17/23 11:53AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 11:57AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/17/23 11:57AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/17/23 01:21PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 02:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 02:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:01PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/17/23 03:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:15AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:18AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:29AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:43PM] Player dropped item: Vial, id: 229, amount: 1	
