[4/15/23 03:46AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 03:46AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 03:46AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 03:46AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 03:46AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 03:46AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 03:46AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 03:46AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 03:46AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 03:46AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 03:46AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 03:55AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 04:04AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 04:10AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 04:10AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 04:22AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 04:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 04:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:18AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:57AM] Player dropped item: Inferno Boots, id: 13305, amount: 1	
[4/16/23 10:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:43AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:24AM] Player dropped item: Vial, id: 229, amount: 1	
