[4/17/23 04:03AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 04:03AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/17/23 04:03AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 04:03AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 04:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:08AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/17/23 04:08AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/17/23 04:08AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 04:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:45AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 04:46AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 04:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:36PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:49PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 01:49PM] Player dropped item: Vial, id: 229, amount: 1	
