[4/18/23 07:44PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 07:44PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 07:44PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 07:45PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/18/23 07:45PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 07:45PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 07:45PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 07:46PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 07:46PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 07:46PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/18/23 07:46PM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/18/23 07:46PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
