[4/17/23 01:58AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 02:02AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 02:02AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 02:02AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 02:02AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 02:02AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 02:02AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 02:02AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 02:02AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 02:02AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 02:02AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 03:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:16AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:24AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/17/23 05:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:24AM] Player dropped item: Nightmare hammers, id: 23033, amount: 1	
[4/17/23 06:46AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:43AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:39AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:25AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:38AM] Player dropped item: Sacred Body, id: 23135, amount: 1	
[4/17/23 09:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 10:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 10:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 10:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 11:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 11:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 11:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 11:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:10PM] Player dropped item: Antique Sword, id: 23146, amount: 1	
[4/17/23 07:56PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 10:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 10:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:32PM] Player dropped item: Patience helm, id: 23034, amount: 1	
[4/20/23 05:51PM] Player dropped item: Evil Helm, id: 14325, amount: 1	
[4/21/23 05:15AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:05PM] Player dropped item: Vial, id: 229, amount: 1	
