[4/18/23 09:02AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 09:02AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 09:02AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 09:02AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 09:02AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 09:02AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 09:02AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 09:03AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 09:06AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 09:06AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 09:15AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 09:43AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 10:15AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/18/23 11:18AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 11:18AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 11:18AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 11:18AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 11:44AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 12:34AM] Player dropped item: $10 Bond, id: 23057, amount: 15	
[4/21/23 10:45AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 10:45AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/21/23 10:45AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/21/23 10:45AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 10:45AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 10:45AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/21/23 10:45AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/21/23 10:45AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 10:47AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/21/23 10:50AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 10:50AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/21/23 11:21AM] Player dropped item: None, id: 23864, amount: 1	
[4/21/23 01:00PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
