[4/22/23 06:52PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 09:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 10:03PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/22/23 10:03PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/22/23 10:11PM] Player dropped item: Zinq legs, id: 23052, amount: 1	
[4/22/23 10:12PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/22/23 10:24PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 10:24PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 01:09AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 01:09AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 01:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 07:50AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 07:50AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 07:50AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 09:25AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 09:25AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 03:14PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/26/23 08:40PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/26/23 09:04PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/26/23 09:25PM] Player dropped item: Lust Legging, id: 8808, amount: 1	
[4/27/23 07:24AM] Player dropped item: Groudon Pet, id: 19490, amount: 1	
[4/27/23 08:28AM] Player dropped item: Solar Hood, id: 15645, amount: 1	
