[4/15/23 10:41AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 01:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 04:24AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 04:24AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 11:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:23PM] Player dropped item: Sacred Scythe, id: 17664, amount: 1	
[4/17/23 02:02PM] Player dropped item: Clean Fennel, id: 916, amount: 1	
[4/17/23 02:23PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/21/23 09:16AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 09:58AM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/21/23 02:09PM] Player dropped item: Adamant platebody (h1), id: 19482, amount: 1	
[4/21/23 02:09PM] Player dropped item: Adamant platebody (h1), id: 19482, amount: 1	
[4/21/23 03:01PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 03:16PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 03:16PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 03:16PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 03:16PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 01:30AM] Player dropped item: Coin, id: 995, amount: 89088854	
[4/22/23 01:31AM] Player dropped item: PvM Casket, id: 2736, amount: 2	
[4/22/23 01:31AM] Player dropped item: Coin, id: 995, amount: 18432000	
[4/22/23 01:31AM] Player dropped item: PvM Casket, id: 2736, amount: 2	
[4/22/23 01:31AM] Player dropped item: PvM Casket, id: 2736, amount: 2	
[4/22/23 01:31AM] Player dropped item: PvM Casket, id: 2736, amount: 2	
