[4/15/23 07:03AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 07:03AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 07:03AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 07:15AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 07:15AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 07:15AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 07:16AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 07:23AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 07:24AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 08:38AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 08:38AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 11:01PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 01:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 11:48PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:18AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
