[4/18/23 11:31AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 11:31AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 11:31AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 11:32AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 11:32AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 11:32AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 11:35AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 11:36AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 11:41AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 11:49AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 11:54AM] Player dropped item: Lava bones, id: 2023, amount: 29	
[4/18/23 11:56AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 12:02PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/18/23 12:08PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 12:09PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 12:09PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 12:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:13PM] Player dropped item: Clean Turmeric, id: 922, amount: 1	
[4/18/23 12:13PM] Player dropped item: Clean Marjoram, id: 925, amount: 1	
[4/18/23 12:15PM] Player dropped item: Lava bones, id: 2023, amount: 14	
[4/18/23 12:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:40PM] Player dropped item: Lava bones, id: 2023, amount: 8	
[4/18/23 12:44PM] Player dropped item: Lava bones, id: 2023, amount: 8	
[4/18/23 12:52PM] Player dropped item: Lava bones, id: 2023, amount: 42	
[4/18/23 01:10PM] Player dropped item: Bullfrog Legs, id: 1011, amount: 1	
[4/18/23 01:17PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/18/23 01:36PM] Player dropped item: Hemp Tar, id: 1025, amount: 1	
[4/18/23 01:36PM] Player dropped item: Clean Turmeric, id: 922, amount: 1	
[4/18/23 01:42PM] Player dropped item: Clean Turmeric, id: 922, amount: 1	
[4/18/23 01:42PM] Player dropped item: Lava bones, id: 2023, amount: 644	
[4/18/23 01:45PM] Player dropped item: Clean Ralorage, id: 919, amount: 1	
[4/18/23 01:47PM] Player dropped item: Azolla Berries, id: 943, amount: 1	
[4/18/23 01:52PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 01:52PM] Player dropped item: Clean Verinise, id: 815, amount: 1	
[4/18/23 02:02PM] Player dropped item: Lava bones, id: 2023, amount: 83	
[4/18/23 02:11PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 12:08PM] Player dropped item: Clean Sephialla, id: 913, amount: 1	
[4/19/23 12:20PM] Player dropped item: Spoolwood, id: 942, amount: 1	
[4/19/23 12:20PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/19/23 12:20PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/19/23 12:20PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/19/23 12:20PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/19/23 12:31PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 12:38PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 12:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:50PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 01:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:39AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:49AM] Player dropped item: Clean Tarragon, id: 783, amount: 1	
