[4/19/23 11:40AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 11:40AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 11:40AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 11:40AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 11:40AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 11:40AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 12:12PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 12:13PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 12:13PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 06:14AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/21/23 06:14AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 06:15AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/21/23 03:31PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 04:32PM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/24/23 05:02AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 09:40AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 10:56AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 11:08AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
