[4/19/23 06:33PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 06:33PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 06:33PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 06:33PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 06:33PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 06:33PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 06:33PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/19/23 06:33PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/19/23 06:33PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/19/23 07:34PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 05:52PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/20/23 05:52PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/20/23 05:52PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/20/23 05:52PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/20/23 05:52PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/20/23 05:52PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/20/23 05:56PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 01:06PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/25/23 01:06PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/25/23 01:06PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/25/23 01:06PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
