[4/15/23 01:47PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 01:47PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 01:47PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 04:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:32PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 08:33PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 08:33PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 08:35PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/15/23 08:35PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 08:35PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 08:35PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 08:35PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 08:35PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 08:35PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 09:21PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:25PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:34PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 01:58PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 02:11PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/16/23 02:12PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 02:13PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 07:52PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/19/23 07:52PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 10:17PM] Player dropped item: Obsidian Crossbow, id: 23066, amount: 1	
[4/22/23 12:09AM] Player dropped item: Obsidian Crossbow Off-Hand, id: 23067, amount: 1	
[4/22/23 12:09AM] Player dropped item: Malvek Katana, id: 14018, amount: 1	
[4/22/23 01:04AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 11:06AM] Player dropped item: Gorvek Pet, id: 23081, amount: 1	
[4/22/23 11:06AM] Player dropped item: Gorvek Pet, id: 23081, amount: 1	
[4/22/23 11:06AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 11:06AM] Player dropped item: Gorvek Pet, id: 23081, amount: 1	
[4/22/23 11:06AM] Player dropped item: Adamant platebody (h1), id: 19482, amount: 1	
[4/22/23 12:23PM] Player dropped item: Black platebody (h4), id: 19490, amount: 1	
[4/23/23 12:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:53AM] Player dropped item: Vial, id: 229, amount: 1	
