[4/18/23 06:33AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 06:33AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 06:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 06:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 06:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 06:34AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 06:34AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 06:34AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 06:34AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/18/23 06:35AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 06:36AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/18/23 06:36AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 06:39AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 06:39AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 07:05AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 07:10AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
