[4/18/23 06:12AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 06:32AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 06:32AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 06:32AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 06:33AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 06:35AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 07:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:15AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 07:15AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 07:15AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 07:15AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 07:15AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 07:15AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 07:24AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/18/23 07:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:46AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 10:32AM] Player dropped item: Lava bones, id: 2023, amount: 2971	
[4/19/23 12:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:53AM] Player dropped item: Owner's Attachment, id: 22110, amount: 5	
[4/19/23 01:43AM] Player dropped item: $10 Bond, id: 23057, amount: 7	
[4/19/23 06:40AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 06:40AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 06:40AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/19/23 06:40AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/19/23 06:40AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 06:46AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 06:46AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 06:47AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 06:47AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 06:47AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/19/23 07:01AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 07:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:34AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/19/23 08:39AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:54AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 08:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 09:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 09:34AM] Player dropped item: Tormented Sword, id: 21048, amount: 1	
[4/19/23 09:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 10:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:05PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
