[4/19/23 01:38PM] Player dropped item: Lava bones, id: 2023, amount: 8	
[4/19/23 01:59PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/19/23 01:59PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/19/23 01:59PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 01:59PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/19/23 01:59PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 01:59PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/19/23 01:59PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 01:59PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/19/23 01:59PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/19/23 01:59PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/19/23 01:59PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/19/23 01:59PM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/19/23 02:04PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/19/23 02:04PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/19/23 02:04PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/19/23 02:04PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/19/23 02:04PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/19/23 02:04PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/19/23 02:12PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 02:12PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 02:12PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 02:12PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 02:12PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 02:12PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/19/23 02:12PM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/19/23 02:20PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/19/23 02:20PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/19/23 02:20PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/19/23 02:20PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/19/23 02:20PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 02:20PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/19/23 02:20PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/19/23 02:20PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 02:20PM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/19/23 02:22PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/19/23 02:22PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/19/23 02:23PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/19/23 02:23PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
