[4/20/23 06:12AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 06:12AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 06:12AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 06:13AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 06:13AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 06:13AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 07:45AM] Player dropped item: Clean Sephialla, id: 913, amount: 1	
[4/20/23 07:45AM] Player dropped item: Clean Ustrove, id: 934, amount: 1	
[4/20/23 07:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 10:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 10:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 10:53AM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/20/23 10:53AM] Player dropped item: Clean Tarragon, id: 783, amount: 1	
[4/20/23 02:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:56PM] Player dropped item: Vial, id: 229, amount: 1	
