[4/19/23 06:23AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 06:23AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 06:26AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 06:26AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 06:26AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 06:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 06:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 06:34AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/19/23 06:35AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/19/23 06:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:48PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/19/23 08:48PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 08:48PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 08:49PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 08:49PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 08:55PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 08:55PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 08:55PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/19/23 08:55PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/20/23 06:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:43AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:16AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 09:16AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 09:16AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 09:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:59AM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/21/23 05:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:39PM] Player dropped item: Vial, id: 229, amount: 1	
