[4/20/23 02:02PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 02:02PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/20/23 02:02PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/22/23 07:33AM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/22/23 07:33AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/22/23 07:33AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/22/23 07:33AM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/22/23 07:33AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/22/23 07:39AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/22/23 07:39AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 07:39AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/22/23 07:39AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 10:36AM] Player dropped item: Solar Robe Bottom, id: 15647, amount: 1	
[4/22/23 10:36AM] Player dropped item: Solar Robe Bottom, id: 15647, amount: 1	
[4/22/23 10:36AM] Player dropped item: Solar Robe Top, id: 15646, amount: 1	
[4/22/23 10:36AM] Player dropped item: Sinful Boots, id: 10865, amount: 1	
[4/22/23 10:36AM] Player dropped item: Solar Staff, id: 22135, amount: 1	
[4/22/23 10:36AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/22/23 02:36PM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
[4/23/23 01:40PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
