[4/23/23 11:02AM] Player dropped item: Metal rectangle, id: 15252, amount: 1	
[4/23/23 11:02AM] Player dropped item: Metal rectangle, id: 15252, amount: 1	
[4/23/23 11:02AM] Player dropped item: Metal rectangle, id: 15252, amount: 1	
[4/23/23 11:02AM] Player dropped item: Metal rectangle, id: 15252, amount: 1	
[4/23/23 11:02AM] Player dropped item: Metal rectangle, id: 15252, amount: 1	
[4/23/23 11:02AM] Player dropped item: Metal rectangle, id: 15252, amount: 1	
[4/23/23 11:02AM] Player dropped item: Metal rectangle, id: 15252, amount: 1	
[4/23/23 11:02AM] Player dropped item: Metal rectangle, id: 15252, amount: 1	
[4/23/23 11:02AM] Player dropped item: Metal rectangle, id: 15252, amount: 1	
[4/23/23 11:02AM] Player dropped item: Turnscrew, id: 15253, amount: 1	
[4/23/23 11:02AM] Player dropped item: Turnscrew, id: 15253, amount: 1	
[4/23/23 11:02AM] Player dropped item: Metal rectangle, id: 15252, amount: 1	
[4/23/23 11:02AM] Player dropped item: Turnscrew, id: 15253, amount: 1	
[4/23/23 11:02AM] Player dropped item: Turnscrew, id: 15253, amount: 1	
[4/23/23 11:02AM] Player dropped item: Turnscrew, id: 15253, amount: 1	
[4/23/23 11:02AM] Player dropped item: Turnscrew, id: 15253, amount: 1	
[4/23/23 11:02AM] Player dropped item: Turnscrew, id: 15253, amount: 1	
[4/23/23 11:02AM] Player dropped item: Turnscrew, id: 15253, amount: 1	
[4/23/23 11:02AM] Player dropped item: Turnscrew, id: 15253, amount: 1	
