[4/16/23 06:01PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 06:01PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 06:01PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 06:01PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 06:01PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 06:01PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 06:04PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/16/23 06:04PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/16/23 06:04PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/16/23 06:04PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/16/23 06:04PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/16/23 06:04PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 06:04PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 06:53PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/16/23 07:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:47PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 03:47PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/17/23 05:41PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
