[4/18/23 02:27PM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/18/23 03:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 04:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 04:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:10PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 10:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 10:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:18AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 04:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 04:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 05:48PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 06:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:36PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:24AM] Player dropped item: Lava bones, id: 2023, amount: 840	
[4/21/23 03:06PM] Player dropped item: Lava bones, id: 2023, amount: 3900	
