[4/23/23 11:37AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/23/23 11:37AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/23/23 11:37AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/23/23 11:40AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/23/23 11:40AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/23/23 11:40AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/23/23 12:39PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/23/23 12:39PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/23/23 12:40PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 12:52PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/23/23 12:52PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/23/23 12:58PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/23/23 01:00PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
