[4/15/23 11:44AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/15/23 12:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:07PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 02:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:36PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:56AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 01:11PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
