[4/15/23 04:02PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 04:02PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 04:02PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 04:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:38PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 04:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:54PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 05:10PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:37PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 08:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:09PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/15/23 08:18PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 08:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:22PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 11:38PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/15/23 11:38PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/15/23 11:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 10:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 10:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 10:05PM] Player dropped item: Vial, id: 229, amount: 1	
