[4/17/23 08:37AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/18/23 08:10AM] Player dropped item: Owner's Body, id: 22233, amount: 1	
[4/19/23 08:40AM] Player dropped item: Emerald Body, id: 11002, amount: 1	
[4/19/23 08:40AM] Player dropped item: Emerald Body, id: 11002, amount: 1	
[4/19/23 08:54AM] Player dropped item: Saint Body, id: 21029, amount: 1	
[4/19/23 08:54AM] Player dropped item: Gold Legs, id: 11179, amount: 1	
[4/19/23 09:28AM] Player dropped item: Saint Helm, id: 21028, amount: 1	
[4/19/23 12:01PM] Player dropped item: Deviant Body, id: 21021, amount: 1	
[4/20/23 08:29AM] Player dropped item: Mystic body, id: 23022, amount: 1	
[4/20/23 08:32AM] Player dropped item: Titan Chaps, id: 8805, amount: 1	
[4/21/23 11:42PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 11:47PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 11:47PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 05:07AM] Player dropped item: Adamant platebody (h1), id: 19482, amount: 1	
[4/22/23 05:36AM] Player dropped item: Adamant platebody (h1), id: 19482, amount: 1	
[4/22/23 09:49AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 09:49AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 09:49AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 09:49AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 09:49AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 09:49AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 09:49AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 09:49AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 10:23AM] Player dropped item: Rune platebody (h1), id: 19483, amount: 1	
[4/22/23 10:23AM] Player dropped item: Rune platebody (h1), id: 19483, amount: 1	
[4/22/23 11:06AM] Player dropped item: Adamant platebody (h1), id: 19482, amount: 1	
[4/22/23 12:21PM] Player dropped item: Black platebody (h4), id: 19490, amount: 1	
[4/22/23 12:21PM] Player dropped item: Gorvek Pet, id: 23081, amount: 1	
[4/22/23 12:21PM] Player dropped item: Black platebody (h2), id: 19484, amount: 1	
[4/22/23 12:21PM] Player dropped item: Black platebody (h4), id: 19490, amount: 1	
[4/22/23 12:22PM] Player dropped item: Black platebody (h2), id: 19484, amount: 1	
[4/22/23 12:28PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 12:28PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 01:02PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 01:02PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 01:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:23AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 01:30AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 01:30AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 01:38AM] Player dropped item: Solar Staff, id: 22135, amount: 1	
[4/23/23 01:54AM] Player dropped item: Black platebody (h4), id: 19490, amount: 1	
[4/23/23 01:54AM] Player dropped item: Black platebody (h4), id: 19490, amount: 1	
