[4/15/23 09:44AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 09:44AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 09:44AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 10:20AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 10:20AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 10:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:07PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 12:20PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 12:40AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 09:41AM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/20/23 09:43AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 01:21AM] Player dropped item: Black platebody (h4), id: 19490, amount: 1	
[4/23/23 01:33AM] Player dropped item: Inferno Shield, id: 13306, amount: 1	
[4/23/23 01:33AM] Player dropped item: Rogue Aura, id: 12610, amount: 1	
