[4/23/23 03:13AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 03:13AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 03:14AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 03:14AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 03:35AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/23/23 03:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 12:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 01:31AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 01:31AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 01:31AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 01:31AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 01:31AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 01:32AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 01:32AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 01:32AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 01:32AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 01:32AM] Player dropped item: Super restore (1), id: 3030, amount: 1	
