[4/18/23 12:10PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/18/23 12:10PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/18/23 12:10PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/18/23 12:10PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/18/23 12:10PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/18/23 12:13PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 02:21PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 02:21PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 03:01PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 03:01PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 03:01PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
