[4/23/23 10:14AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/23/23 10:14AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/23/23 10:14AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/23/23 10:14AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/23/23 10:14AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/23/23 10:14AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/23/23 10:14AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/23/23 10:14AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/23/23 10:15AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 10:15AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/23/23 10:19AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/23/23 10:24AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 10:26AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/23/23 10:36AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 10:41AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 10:48AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 10:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:50AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 10:57AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/23/23 10:57AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/23/23 11:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:36PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:47PM] Player dropped item: Vial, id: 229, amount: 1	
