[4/23/23 12:03AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 12:03AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 12:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 01:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 01:25AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 01:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 06:53PM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
[4/24/23 08:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 08:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 09:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 09:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 07:34PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 07:34PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 07:34PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 07:34PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 07:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 07:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 07:36PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 07:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 07:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 07:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 09:11PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/25/23 09:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 09:38PM] Player dropped item: Vial, id: 229, amount: 1	
