[4/15/23 09:49PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 09:49PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 09:49PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 09:49PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 09:49PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 09:49PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 09:54PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 11:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:42AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 11:54AM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/16/23 12:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:34PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:34PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:21PM] Player dropped item: Inferno Blade, id: 20542, amount: 1	
[4/16/23 01:21PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/16/23 01:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:56PM] Player dropped item: Sacred Gloves, id: 23137, amount: 1	
[4/16/23 07:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 10:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:30PM] Player dropped item: Nightmare hammers, id: 23033, amount: 1	
[4/26/23 12:54PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/26/23 01:23PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/26/23 01:23PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/26/23 01:40PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/26/23 08:30PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/27/23 05:59AM] Player dropped item: Solar Staff, id: 22135, amount: 1	
[4/27/23 07:09PM] Player dropped item: Mutant Hydra Pet, id: 19482, amount: 1	
