[4/15/23 05:12PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 05:12PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 05:15PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 05:15PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 05:15PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/15/23 05:19PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 05:19PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 05:19PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 05:22PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 05:22PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 05:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:26PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/15/23 05:26PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/15/23 05:26PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/15/23 05:26PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/15/23 05:28PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 05:28PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/15/23 05:28PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/15/23 05:28PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/15/23 05:28PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/15/23 05:28PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/16/23 02:33AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 02:37AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/16/23 02:40AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/16/23 02:40AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/16/23 02:40AM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/16/23 02:40AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 02:41AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/16/23 02:55AM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
