[4/18/23 12:00AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 12:00AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 12:00AM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/18/23 12:01AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 12:01AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 12:01AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 12:01AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/18/23 12:02AM] Player dropped item: Lava bones, id: 2023, amount: 1	
[4/18/23 12:03AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 12:03AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 12:03AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/18/23 12:03AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/18/23 12:03AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/18/23 12:05AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/18/23 12:05AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/18/23 12:05AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/18/23 12:08AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/18/23 12:08AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/18/23 12:13AM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/18/23 12:14AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/18/23 12:14AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/18/23 12:15AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/18/23 12:15AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/18/23 12:16AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/18/23 12:16AM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/18/23 12:17AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/18/23 12:17AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/18/23 12:17AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/18/23 12:19AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/18/23 12:19AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/18/23 12:19AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/18/23 12:20AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/18/23 12:21AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/18/23 12:21AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/18/23 12:21AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/18/23 12:21AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/18/23 12:21AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/18/23 12:22AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/18/23 12:22AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/18/23 12:22AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/18/23 12:22AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/18/23 12:22AM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/18/23 12:22AM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/18/23 12:24AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/18/23 12:27AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/18/23 12:30AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/18/23 12:31AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/18/23 12:31AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/18/23 12:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:31AM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/18/23 12:31AM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/18/23 12:32AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/18/23 12:34AM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/18/23 12:34AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/18/23 12:35AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/18/23 12:35AM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/18/23 12:36AM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/18/23 12:36AM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/18/23 12:36AM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/18/23 12:36AM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/18/23 12:37AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/18/23 12:47AM] Player dropped item: Revenant whip, id: 18011, amount: 1	
