[4/19/23 11:08AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 11:08AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 11:08AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/19/23 11:08AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 11:08AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 11:09AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/19/23 11:09AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 11:09AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/19/23 11:09AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/19/23 11:10AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 11:10AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/19/23 11:22AM] Player dropped item: Aberrant Amulet, id: 19892, amount: 1	
[4/19/23 11:58AM] Player dropped item: Forsaken Body, id: 14911, amount: 1	
[4/20/23 06:04AM] Player dropped item: Zinq body, id: 23051, amount: 1	
[4/20/23 12:03PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 12:03PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 12:03PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 12:03PM] Player dropped item: Solar Hood, id: 15645, amount: 1	
[4/20/23 07:18PM] Player dropped item: Groudon Helm, id: 21934, amount: 1	
[4/20/23 07:18PM] Player dropped item: Groudon Helm, id: 21934, amount: 1	
[4/20/23 08:11PM] Player dropped item: Groudon Staff, id: 13640, amount: 1	
[4/20/23 08:11PM] Player dropped item: Groudon Staff, id: 13640, amount: 1	
[4/20/23 08:11PM] Player dropped item: Groudon Aura, id: 15448, amount: 1	
[4/20/23 08:11PM] Player dropped item: Groudon Aura, id: 15448, amount: 1	
[4/21/23 12:16PM] Player dropped item: Black platebody (h4), id: 19490, amount: 1	
[4/21/23 12:16PM] Player dropped item: Black platebody (h4), id: 19490, amount: 1	
[4/21/23 12:17PM] Player dropped item: Black platebody (h4), id: 19490, amount: 1	
[4/22/23 07:10AM] Player dropped item: Groudon Boots, id: 3107, amount: 1	
[4/22/23 07:10AM] Player dropped item: Groudon Boots, id: 3107, amount: 1	
