[4/23/23 01:34AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/23/23 01:34AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/23/23 01:34AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/23/23 01:34AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/23/23 01:34AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/23/23 02:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:09AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/23/23 12:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:58PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 05:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 05:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 05:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 05:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 05:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 04:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 04:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 04:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 04:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 07:10PM] Player dropped item: Patience gloves, id: 23037, amount: 1	
[4/24/23 07:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 10:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 10:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 10:48PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/24/23 10:48PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/24/23 10:48PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/24/23 10:48PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/24/23 10:49PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/24/23 11:20PM] Player dropped item: Vial, id: 229, amount: 1	
