[4/18/23 06:01PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 06:01PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 06:01PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 06:01PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 06:02PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 06:03PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 06:03PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 06:04PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 06:05PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 06:06PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 06:06PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 06:06PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 06:29PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 06:32PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/18/23 06:38PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 09:25PM] Player dropped item: Vial, id: 229, amount: 1	
