[4/19/23 12:01PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 12:01PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 12:01PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 12:01PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 12:01PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 12:01PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 12:01PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 12:01PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 12:32PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 12:32PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 12:41PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/19/23 08:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:56PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/20/23 12:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:09PM] Player dropped item: Vial, id: 229, amount: 1	
