[4/22/23 10:14AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/22/23 10:46AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/22/23 10:52AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 11:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 12:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:49PM] Player dropped item: Vial, id: 229, amount: 1	
