[4/21/23 07:36PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 07:36PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 04:25AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:39AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:02AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:15AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:43AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:06AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 06:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:07AM] Player dropped item: Vial, id: 229, amount: 1	
