[4/20/23 09:59AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 10:12AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 10:12AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 11:07AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/20/23 11:07AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 11:07AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 11:07AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/20/23 11:07AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/20/23 11:07AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 11:07AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/20/23 11:07AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 11:07AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 11:07AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 11:10AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/20/23 11:16AM] Player dropped item: Lava bones, id: 2023, amount: 1	
[4/20/23 11:27AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 11:27AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 12:38PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/20/23 03:55PM] Player dropped item: Aberrant Boots, id: 8334, amount: 1	
[4/20/23 04:22PM] Player dropped item: Inferno Body, id: 13301, amount: 1	
[4/20/23 04:31PM] Player dropped item: Inferno Gloves, id: 13302, amount: 1	
[4/20/23 04:48PM] Player dropped item: Nagi Body, id: 21063, amount: 1	
[4/21/23 02:56AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 02:57AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/21/23 03:13AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/24/23 03:20PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/24/23 03:21PM] Player dropped item: Zinq legs, id: 23052, amount: 1	
