[4/19/23 12:59PM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/19/23 01:13PM] Player dropped item: Lava bones, id: 2023, amount: 3	
[4/19/23 01:15PM] Player dropped item: Nightmare legs, id: 23030, amount: 1	
[4/19/23 01:37PM] Player dropped item: Lava bones, id: 2023, amount: 2	
[4/19/23 01:50PM] Player dropped item: Lava bones, id: 2023, amount: 2	
[4/19/23 02:16PM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/19/23 02:18PM] Player dropped item: Lava bones, id: 2023, amount: 65	
[4/19/23 03:38PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/19/23 03:38PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/19/23 03:38PM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/19/23 03:38PM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/19/23 03:38PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/19/23 03:38PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/19/23 03:38PM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/19/23 03:38PM] Player dropped item: Clean Fennel, id: 916, amount: 1	
[4/19/23 03:38PM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/19/23 03:38PM] Player dropped item: Revenant Wings, id: 18005, amount: 1	
[4/19/23 03:38PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/19/23 03:38PM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/19/23 03:38PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 03:38PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/19/23 03:38PM] Player dropped item: Zinq body, id: 23051, amount: 1	
[4/19/23 03:38PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/19/23 03:38PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/19/23 03:38PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/19/23 03:38PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/19/23 06:23PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
