[4/17/23 04:14AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 04:14AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 04:29AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:29AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:35AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/17/23 04:38AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 04:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:46AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 02:17PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
