[4/15/23 08:05PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 08:05PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 08:05PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 08:09PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 08:12PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 08:12PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 08:12PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 08:12PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 08:17PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 08:17PM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/15/23 08:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:48PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:51PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:51PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:52PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:52PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:52PM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/15/23 10:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:11PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:23PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 10:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:36PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:52PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:18AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:38AM] Player dropped item: Vial, id: 229, amount: 1	
