[4/15/23 09:41AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 10:16AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/15/23 10:16AM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/15/23 10:16AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/15/23 10:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:28AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 10:52AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 08:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:34PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:48PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:15AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:19AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:08PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:08PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:15PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:11PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:45PM] Player dropped item: Vial, id: 229, amount: 1	
