[4/15/23 09:57PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 09:57PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 09:57PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 09:57PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 09:57PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/15/23 10:00PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/15/23 10:00PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/15/23 10:00PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 10:00PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 10:00PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 10:19PM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/15/23 10:19PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/15/23 10:20PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/15/23 10:20PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/15/23 10:23PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/16/23 09:05AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 10:07PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/16/23 10:07PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 10:07PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 10:10PM] Player dropped item: Salamander, id: 1017, amount: 1	
[4/16/23 10:10PM] Player dropped item: Clean Rexeth, id: 937, amount: 1	
[4/16/23 10:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:19PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 06:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:41AM] Player dropped item: Vial, id: 229, amount: 1	
