[4/23/23 10:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:03AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/23/23 10:04AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/23/23 10:04AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/23/23 10:04AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/23/23 10:04AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/23/23 10:04AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/23/23 10:05AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/23/23 10:05AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/23/23 10:05AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 10:07AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/23/23 10:07AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/23/23 10:07AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/23/23 10:11AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/23/23 10:11AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/23/23 10:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:21AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 11:24AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 11:24AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/26/23 06:19AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 06:19AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 06:20AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/26/23 08:09AM] Player dropped item: Sacred Boots, id: 23138, amount: 1	
[4/26/23 08:17AM] Player dropped item: Aberrant Legs, id: 20594, amount: 1	
[4/26/23 08:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 10:27AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/26/23 10:49AM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/26/23 10:49AM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/26/23 01:06PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/26/23 02:34PM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 03:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 04:15PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/27/23 03:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/27/23 03:18PM] Player dropped item: Vial, id: 229, amount: 1	
