[4/20/23 01:02AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 01:02AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 01:02AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 01:02AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 01:02AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/20/23 01:02AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/20/23 01:02AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/20/23 01:02AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 01:02AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/20/23 01:02AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/20/23 01:02AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 01:15AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 01:40AM] Player dropped item: Clean Sephialla, id: 913, amount: 1	
[4/20/23 01:40AM] Player dropped item: Clean Sephialla, id: 913, amount: 1	
[4/20/23 01:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:25AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 04:36AM] Player dropped item: Clean Rosocely, id: 795, amount: 1	
[4/20/23 04:38AM] Player dropped item: Clean Verinise, id: 815, amount: 1	
[4/20/23 04:41AM] Player dropped item: Azolla Berries, id: 943, amount: 1	
