[4/19/23 02:04PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 02:04PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 02:04PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/19/23 02:04PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 02:16PM] Player dropped item: Lava bones, id: 2023, amount: 23	
[4/19/23 02:16PM] Player dropped item: Lava bones, id: 2023, amount: 22	
[4/19/23 02:33PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/19/23 02:33PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/19/23 02:33PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/19/23 02:33PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/19/23 02:33PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/19/23 02:37PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/19/23 02:37PM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/19/23 02:37PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
