[4/20/23 12:30AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 12:30AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/20/23 12:30AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 12:30AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/20/23 12:35AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 12:35AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 12:40AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 12:43AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 12:49AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/20/23 12:49AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/20/23 12:52AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 05:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:48AM] Player dropped item: Super restore (2), id: 3028, amount: 1	
[4/21/23 05:48AM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/21/23 06:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 08:09PM] Player dropped item: Vial, id: 229, amount: 1	
