[4/15/23 06:32PM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/15/23 06:33PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 06:33PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 06:33PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/15/23 06:33PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 06:33PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 06:33PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 06:33PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 06:33PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 06:33PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 06:33PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/15/23 06:33PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/15/23 06:33PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/15/23 06:38PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/15/23 06:38PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/15/23 06:48PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/15/23 06:48PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/15/23 06:49PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/15/23 06:51PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/15/23 06:53PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 06:53PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 06:56PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/15/23 07:02PM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/15/23 07:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:05PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 07:10PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 07:17PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 07:17PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 04:15PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/17/23 04:19PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/18/23 06:09AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/18/23 06:54PM] Player dropped item: Sacred Body, id: 23135, amount: 1	
