[4/15/23 04:48AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 04:56AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 04:56AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 05:03AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 05:03AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 05:03AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 06:32AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 06:32AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 06:32AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 06:46AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 06:58AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 06:58AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 08:17AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 08:33AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 09:44AM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/15/23 01:02PM] Player dropped item: Nightmare boots, id: 23032, amount: 1	
[4/15/23 01:32PM] Player dropped item: Zinq shield, id: 23056, amount: 1	
[4/15/23 01:55PM] Player dropped item: Clean Cardamon, id: 789, amount: 1	
[4/15/23 01:55PM] Player dropped item: Clean Cardamon, id: 789, amount: 1	
[4/15/23 01:55PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/15/23 02:02PM] Player dropped item: Bullfrog Legs, id: 1011, amount: 1	
[4/15/23 02:22PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 02:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:56PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:06PM] Player dropped item: Clean Turmeric, id: 922, amount: 1	
[4/15/23 03:13PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/15/23 03:39PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:07PM] Player dropped item: Clean Rosocely, id: 795, amount: 1	
[4/15/23 04:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:59AM] Player dropped item: Phranium, id: 1009, amount: 1	
[4/16/23 07:59AM] Player dropped item: Ambrosia, id: 1019, amount: 1	
[4/16/23 07:59AM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/16/23 07:59AM] Player dropped item: Clean Sephialla, id: 913, amount: 1	
[4/16/23 07:59AM] Player dropped item: Clean Verinise, id: 815, amount: 1	
[4/17/23 02:36PM] Player dropped item: Aura (T6), id: 23049, amount: 1	
[4/18/23 03:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 04:03AM] Player dropped item: Emerald Chaps, id: 11003, amount: 1	
[4/19/23 07:59AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 07:59AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 04:45AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 06:46AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 07:49AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 11:48AM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/20/23 04:08PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 04:08PM] Player dropped item: Rune platebody (h2), id: 19486, amount: 1	
[4/20/23 04:40PM] Player dropped item: Rune platebody (h2), id: 19486, amount: 1	
[4/20/23 04:40PM] Player dropped item: Rune platebody (h2), id: 19486, amount: 1	
[4/21/23 02:32AM] Player dropped item: Infinite prayer potion (T1), id: 23121, amount: 1	
[4/21/23 04:26AM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/21/23 07:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:47AM] Player dropped item: Rune platebody (h2), id: 19486, amount: 1	
[4/22/23 07:05AM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/22/23 08:16AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 08:18AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 08:18AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 08:28AM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/22/23 09:35AM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
