[4/20/23 02:51PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 12:15PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/22/23 12:15PM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/22/23 12:16PM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/22/23 12:16PM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/22/23 12:16PM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/22/23 12:16PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/22/23 12:18PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/22/23 12:18PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/22/23 12:18PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/22/23 12:19PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/22/23 12:19PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/22/23 12:19PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/22/23 12:19PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/22/23 12:19PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/22/23 12:19PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/22/23 12:19PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/22/23 12:22PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/22/23 12:26PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/22/23 12:26PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/22/23 12:26PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/22/23 12:26PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/22/23 12:26PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/22/23 12:33PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/22/23 12:33PM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/22/23 12:38PM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/22/23 12:38PM] Player dropped item: Revenant Wings, id: 18005, amount: 1	
[4/22/23 12:38PM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/22/23 12:38PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/22/23 12:38PM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/22/23 12:38PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/22/23 12:38PM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/22/23 12:38PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/22/23 12:38PM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/22/23 12:38PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/22/23 12:39PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/22/23 12:39PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/22/23 12:39PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/22/23 12:39PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/22/23 12:39PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/22/23 12:42PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/22/23 12:42PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/22/23 12:42PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/22/23 12:42PM] Player dropped item: Zinq legs, id: 23052, amount: 1	
